user_id,ring_id,ring_type,is_fraud_ring,tx_count,amount_mean,amount_std,amount_max,amount_log_mean,online_rate,night_rate,merchant_count,category_count,tx_per_merchant,device_id_degree_max,device_id_degree_mean,ip_id_degree_max,ip_id_degree_mean,card_id_degree_max,card_id_degree_mean,merchant_degree_max,merchant_degree_mean,mule_merchant_rate,mule_merchant_count,component_id,component_size,shared_device_ip_pressure,graph_risk_score,n2v_00,n2v_01,n2v_02,n2v_03,n2v_04,n2v_05,n2v_06,n2v_07,n2v_08,n2v_09,n2v_10,n2v_11,n2v_12,n2v_13,n2v_14,n2v_15
u_00010,none,none,0,2.0,11.23,2.3617366491630687,12.9,2.4944810592073807,0.5,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,31.0,28.0,0.0,0.0,u_05254,7509,5.0,4.264483808532322,0.7817868,0.09080008,0.1058684,-0.13634546,0.020416923,-0.03971284,0.14555945,-0.12481323,0.16764656,0.029807689,-0.07661675,-0.14865358,-0.32902727,0.010030702,-0.33146068,-0.1918829
u_00011,none,none,0,7.0,31.962857142857143,17.254797124554194,67.49,3.398645634250954,0.2857142857142857,0.14285714285714285,7.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,2.5,32.0,23.0,0.0,0.0,u_05254,7509,6.0,4.309175810222487,0.8732085,-0.03754894,0.090106085,0.16155101,-0.097502366,0.15658993,-0.00023120057,-0.11949494,-0.13514662,0.030841596,-0.17132516,-0.052734092,0.05756848,-0.08141479,-0.0906548,0.2899363
u_00012,none,none,0,4.0,70.37,59.23499134801996,158.47,4.057350358997387,0.25,0.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,31.0,27.0,0.0,0.0,u_05254,7509,6.0,4.3030214784891365,0.734056,-0.06210156,0.00045450576,-0.1316196,-0.079699904,-0.09332966,-0.032952078,-0.14724287,0.005251688,-0.20798342,-0.13058251,0.5491753,-0.1511334,0.041421995,-0.09832987,0.07743758
u_00013,none,none,0,3.0,122.64666666666666,101.52640461147698,232.03,4.5295908274821866,0.6666666666666666,0.0,3.0,3.0,1.0,2.0,1.5,3.0,2.0,2.0,1.5,34.0,28.333333333333332,0.0,0.0,u_05254,7509,7.0,4.354326758383205,0.8611614,-0.056273658,0.040950283,0.15768959,0.016805228,-0.061112873,0.02340644,-0.18064941,-0.028874572,-0.024275364,-0.013790281,-0.10939837,0.009002498,-0.20643006,-0.061618157,0.3625185
u_00014,none,none,0,5.0,34.348,32.46628974798322,90.22,3.2745641026403747,0.4,0.2,5.0,5.0,1.0,2.0,1.5,8.0,8.0,2.0,2.0,31.0,24.8,0.0,0.0,u_05254,7509,12.0,4.457781280590693,0.8685315,-0.007872018,-0.08399804,-0.058000408,0.05508995,-0.0860265,-0.048379578,-0.05554962,0.35497218,0.091075175,0.019497084,-0.15530099,0.024683828,-0.059077334,-0.05926512,0.22999832
u_00015,ring_03,promo_abuse,1,4.0,17.1375,16.675715626822935,40.76,2.4984172491074883,1.0,0.0,4.0,4.0,1.0,13.0,8.0,2.0,2.0,3.0,3.0,33.0,29.5,0.25,1.0,u_05254,7509,18.0,4.614778610380205,0.24718446,-0.033426054,-0.27815068,-0.05854812,0.84537095,0.2916337,0.064020865,0.18787242,-0.0389219,0.024514515,0.0361319,0.07518406,0.026122961,-0.04370655,0.045199946,0.06465361
u_00016,none,none,0,1.0,114.16,0.0,114.16,4.746322465743975,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,17.0,17.0,0.0,0.0,u_05254,7509,6.0,4.187948649508424,0.86055875,-0.037949838,-0.022205498,0.04217952,-0.14732829,-0.17529109,-0.13369118,0.05821828,0.0582702,-0.19588491,-0.21943353,0.0071844505,0.010039039,-0.04600819,-0.13715696,0.26651925
u_00017,none,none,0,3.0,62.61333333333332,76.21387953209921,148.67,3.3804270258621365,0.3333333333333333,0.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,31.0,24.333333333333332,0.0,0.0,u_05254,7509,5.0,4.264483808532322,0.8767543,-0.11956554,-0.12706904,-0.039848868,-0.046767946,0.008898978,-0.038218476,-0.13846968,0.1093397,0.17671536,-0.077795155,0.15348805,-0.11150265,-0.20838124,0.035914816,-0.21547855
u_00018,none,none,0,3.0,28.290000000000003,14.031881555942526,40.08,3.2783757120976342,0.6666666666666666,0.0,3.0,2.0,1.0,1.0,1.0,3.0,2.5,1.0,1.0,24.0,21.0,0.0,0.0,u_05254,7509,5.0,4.215111792946017,0.82745856,0.061270576,-0.11078415,0.11648537,-0.034306426,-0.001973224,0.05923145,0.07871201,-0.057371825,-0.17706849,-0.12165414,0.20023689,0.1630355,-0.16043852,-0.16942264,0.32290417
u_00019,ring_08,account_farm,1,3.0,15.530000000000001,9.036741669429308,25.0,2.6947225875903342,1.0,0.0,2.0,1.0,1.5,2.0,1.5,20.0,20.0,3.0,2.5,44.0,33.0,0.6666666666666666,2.0,u_05254,7509,25.0,4.832586726458131,0.21398818,0.015053056,0.7245978,-0.5960554,0.20107935,0.14561775,-0.026184341,-0.07475061,-0.052493945,-0.0063218684,0.0112095475,-0.020229878,-0.011065918,-0.045778014,0.012283262,-0.00695261
u_00020,none,none,0,6.0,44.76166666666666,31.713522299906494,96.1,3.5442206093421125,0.5,0.0,6.0,4.0,1.0,3.0,2.5,3.0,2.5,4.0,2.5,34.0,24.666666666666668,0.3333333333333333,2.0,u_05254,7509,10.0,4.500606857829505,0.9040959,-0.08367981,0.005651319,-0.09002401,0.026062772,-0.069910124,-0.09877084,-0.15122598,-0.14171529,0.1094738,0.22942556,-0.020947514,0.051766545,0.10010099,-0.12792389,-0.12277358
u_00021,none,none,0,7.0,68.98857142857143,68.41011655902251,185.51,3.725880855235657,0.42857142857142855,0.0,7.0,6.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,30.0,25.142857142857142,0.0,0.0,u_05254,7509,7.0,4.330054586982351,0.88058555,-0.120697565,0.2681791,0.06183226,0.027672937,0.004054355,0.025816187,-0.101344824,-0.07613344,-0.034307577,0.16499758,-0.13329215,-0.21040925,-0.14550428,-0.060823187,-0.037829917
u_00022,none,none,0,7.0,50.589999999999996,42.60890243442873,139.16,3.7000030421285213,0.2857142857142857,0.0,7.0,5.0,1.0,2.0,2.0,4.0,2.3333333333333335,2.0,2.0,36.0,29.285714285714285,0.0,0.0,u_05254,7509,8.0,4.394886487528263,0.85304356,-0.09618901,0.18093269,-0.13319111,0.07796238,0.046053857,-0.015853686,-0.10161203,-0.08072959,-0.191716,-0.11360088,0.0038263488,-0.21120699,-0.26529455,-0.14531131,-0.0389284
u_00023,none,none,0,3.0,58.63,27.779807414739217,85.4,4.003629124528464,0.6666666666666666,0.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,28.0,24.666666666666668,0.0,0.0,u_05254,7509,6.0,4.2833334639264855,0.8268547,-0.06780566,-0.1174632,0.05518841,-0.10362181,-0.051050436,-0.026929982,-0.1750888,-0.042891692,0.13321257,0.23265836,0.07080171,-0.02725996,-0.024542743,0.41238272,-0.0035051394
u_00024,ring_12,account_farm,1,3.0,17.56,12.006377471993789,30.65,2.7707878891118813,1.0,1.0,3.0,2.0,1.0,1.0,1.0,8.0,8.0,5.0,4.0,50.0,34.666666666666664,0.3333333333333333,1.0,u_05254,7509,14.0,4.6534411041524475,0.2077759,-0.04318362,0.03682304,-0.121335566,-0.15012749,-0.058234114,0.73860615,0.5933905,-0.024675842,0.02850321,0.08457,-0.063153245,0.025363252,-0.040672332,-0.02023606,-0.0060432893
u_00025,none,none,0,5.0,13.7,6.5638136780380965,20.3,2.591512861234108,0.6,0.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,32.0,26.4,0.0,0.0,u_05254,7509,10.0,4.422172091158251,0.5507073,0.05959315,0.52528095,-0.40039915,0.13668065,0.056253295,0.032884873,-0.13129945,-0.09801747,-0.061623514,0.042655792,-0.07781007,-0.03716427,-0.03249434,0.26571226,0.34992102
u_00026,none,none,0,4.0,94.52,85.91656922076594,192.95,4.132704805168387,0.5,0.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,31.0,26.0,0.0,0.0,u_05254,7509,5.0,4.264483808532322,0.89195436,0.16120687,-0.08203183,0.04503663,0.112946294,-0.047591686,-0.079323865,0.005405778,0.01795072,-0.22947612,-0.2497136,-0.11319064,-0.07341035,0.08791862,-0.0130897565,-0.08299575
u_00027,none,none,0,6.0,17.075,5.962592556933603,25.11,2.843462605554459,0.3333333333333333,0.0,6.0,5.0,1.0,2.0,1.5,5.0,2.6666666666666665,2.0,2.0,29.0,26.333333333333332,0.0,0.0,u_05254,7509,9.0,4.3792825102463055,0.7775432,-0.048171215,-0.14174704,-0.037942246,-0.097312346,-0.10013021,-0.1613146,-0.14619824,-0.118115984,0.2817556,0.4126472,-0.04741525,0.12476816,-0.01812906,0.027189674,-0.14894158
u_00028,none,none,0,3.0,43.096666666666664,46.76341554391994,95.75,3.303600794602086,0.0,0.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,27.0,23.333333333333332,0.0,0.0,u_05254,7509,6.0,4.276315199964232,0.871785,-0.10819149,-0.16189383,7.904767e-05,-0.092191495,0.059345327,0.041363627,-0.20272155,0.05927331,0.085531056,0.029429127,-0.159489,-0.2012333,-0.26210138,-0.022909947,-0.019983439
u_00029,none,none,0,3.0,18.593333333333334,23.796220988495914,45.92,2.404841774474939,0.3333333333333333,0.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,27.0,24.333333333333332,0.0,0.0,u_05254,7509,7.0,4.309698048120363,0.77434623,-0.047432296,-0.12815213,-0.026888473,0.14694421,-0.038126037,0.28097132,0.16414954,-0.013486151,-0.1021623,-0.029477246,-0.101691626,-0.081073865,-0.21861959,-0.27407166,-0.31740224
u_00030,none,none,0,2.0,25.9,2.6162950903902242,27.75,3.2897557973871168,0.0,0.0,2.0,2.0,1.0,3.0,2.5,3.0,2.0,1.0,1.0,29.0,28.5,0.5,1.0,u_05254,7509,7.0,4.423496622417753,0.65724224,-0.053037092,0.46183974,-0.4351342,0.09933967,0.06580055,-0.049934406,-0.087655716,0.053717073,-0.11914883,-0.060956445,-0.21936469,0.02195969,0.20285854,0.13445081,0.09786538
u_00031,none,none,0,9.0,36.49666666666666,30.290637167283226,100.07,3.326116108907231,0.3333333333333333,0.0,9.0,5.0,1.0,3.0,3.0,3.0,3.0,2.0,1.5,35.0,26.22222222222222,0.0,0.0,u_05254,7509,8.0,4.38940669269064,0.87841314,-0.11678084,0.020690216,0.20670946,0.23093903,0.015980214,0.09503512,0.009435006,0.033402957,0.02545437,-0.09648384,0.013446384,0.20664452,-0.07054604,-0.039358433,-0.22001205
u_00032,none,none,0,5.0,38.574,21.63394393077693,64.3,3.4601006818083633,0.4,0.0,5.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,32.0,27.6,0.0,0.0,u_05254,7509,6.0,4.309175810222487,0.8406062,0.06996129,0.07060872,0.32398802,0.015068692,-0.0070414953,-0.0430567,-0.1246476,-0.094693,-0.16195457,0.19373998,0.17145962,-0.07378215,-0.15794213,0.1587986,-0.05593775
u_00033,none,none,0,3.0,36.5,35.62170546169848,77.63,3.341000436986929,0.3333333333333333,0.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,29.0,25.0,0.3333333333333333,1.0,u_05254,7509,4.0,4.272662381772985,0.87086415,-0.020306129,-0.10943833,-0.057620596,-0.06487776,-0.10357982,0.024276044,-0.29437014,-0.111324914,0.08951702,-0.101172976,-0.1188937,-0.06884279,0.15123917,0.08659617,0.20932189
u_00034,none,none,0,3.0,26.26,27.190831175232578,57.65,2.988330726989142,1.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,32.0,26.0,0.0,0.0,u_05254,7509,5.0,4.270638140265673,0.79782265,-0.10810921,-0.028184373,0.010124253,-0.16163678,-0.01479585,-0.025119036,-0.060195513,-0.212916,0.35034686,-0.17637017,0.064331114,0.10016361,-0.041796744,-0.31148645,0.0903886
u_00035,none,none,0,4.0,56.352500000000006,52.431095337913106,133.71,3.7753174081042333,1.0,0.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,35.0,31.5,0.0,0.0,u_05254,7509,7.0,4.359960933776544,0.8851349,-0.13575919,-0.18445972,-0.016537717,0.18316713,-0.07729944,0.020011907,-0.11451704,0.04616403,0.010245414,-0.12146634,-0.031523366,-0.1570855,0.08153717,-0.24786326,0.004735635
u_00036,none,none,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,u_00036,1,0.0,0.24260151319598083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u_00037,none,none,0,3.0,51.5,10.605173265911313,63.42,3.9477728412447086,0.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,31.0,28.333333333333332,0.0,0.0,u_05254,7509,6.0,4.3030214784891365,0.84953743,-0.07975293,-0.085434824,0.045087215,-0.19674075,0.26078805,-0.023989087,-0.18340696,-0.0429901,-0.026129568,0.12646013,0.021282235,-0.19541031,-0.12140168,-0.2128532,-0.0667591
u_00038,none,none,0,5.0,37.458000000000006,21.402059947584487,57.95,3.4326770797369157,0.8,0.0,5.0,2.0,1.0,2.0,1.5,5.0,2.6666666666666665,1.0,1.0,31.0,22.4,0.0,0.0,u_05254,7509,8.0,4.365850085559363,0.908774,-0.032405533,0.04520631,0.1289373,-0.017596772,-0.10668598,0.08415688,-0.10664184,0.07372574,-0.07647954,-0.041008566,0.010069924,0.116180204,-0.22973447,0.025065519,-0.21045929
u_00039,none,none,0,5.0,21.03,12.257658830298713,39.49,2.956628457169934,0.4,0.2,5.0,4.0,1.0,5.0,5.0,4.0,4.0,2.0,2.0,26.0,23.6,0.0,0.0,u_05254,7509,11.0,4.403790796313229,0.9110904,-0.09876832,-0.101311326,-0.010215856,0.022066498,0.029179286,0.16431199,-0.11706172,0.14385048,-0.04264289,0.12329868,0.020363247,-0.036261715,-0.069567636,-0.16079555,0.19393893
u_00040,none,none,0,3.0,16.86,10.20945150338646,27.98,2.768934581706732,0.3333333333333333,0.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,29.0,27.666666666666668,0.0,0.0,u_05254,7509,7.0,4.323496622417753,0.90858823,0.016018763,-0.16793805,-0.121208124,0.013196249,-0.010346199,-0.01706994,-0.10074505,-0.051080097,0.11886981,-0.119181156,0.07816497,0.07906328,-0.09643239,-0.00787134,-0.26063156
u_00041,none,none,0,3.0,43.10666666666666,43.947373452042996,92.33,3.3730694976218154,0.3333333333333333,0.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,33.0,25.333333333333332,0.3333333333333333,1.0,u_05254,7509,8.0,4.444641676589317,0.8658328,-0.110485844,0.008348265,-0.026939752,-0.12940767,-0.19241947,-0.045437764,-0.025467016,0.02250571,0.14866537,-0.11075566,0.03874426,-0.016278267,-0.18329757,-0.28499335,0.17142381
u_00042,none,none,0,4.0,43.4975,19.62838484610149,69.86,3.7245349463930504,0.5,0.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,29.0,24.75,0.0,0.0,u_05254,7509,4.0,4.205995715106319,0.84006757,-0.05505547,-0.034377392,-0.11850905,0.09094525,-0.04712093,0.07854151,-0.13272078,0.23490849,-0.014685988,0.001302172,-0.1101777,0.39905488,-0.083037876,-0.025104957,-0.0862866
u_00043,none,none,0,4.0,32.6175,22.05857259661196,55.14,3.308839289672748,0.25,0.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,31.0,22.75,0.0,0.0,u_05254,7509,6.0,4.3030214784891365,0.83056915,-0.10131961,0.17560133,0.22195682,-0.05110816,-0.101747885,-0.14324625,0.30391693,-0.07603704,-0.11478811,-0.21270156,-0.044063393,-0.047652125,-0.05799841,-0.13070528,-0.07126717
u_00044,none,none,0,4.0,60.785,72.24424567627052,167.14,3.627925367735781,0.25,0.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,26.0,22.5,0.0,0.0,u_05254,7509,6.0,4.269041671130057,0.75992453,-0.09732986,-0.14027476,0.06689256,0.047603775,-0.093769185,0.12021971,-0.07630198,-0.07527167,0.29802823,-0.06303626,-0.097431034,-0.106797196,-0.023869563,-0.013446726,0.48728555
u_00045,none,none,0,4.0,24.0375,20.351123433363572,53.73,3.0033479176781634,0.75,0.25,4.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,27.0,25.75,0.25,1.0,u_05254,7509,5.0,4.287777530007417,0.8918361,-0.12990768,-0.17094529,-0.038682837,-0.03775941,-0.143727,0.021000315,-0.2090917,0.115041904,0.020082252,-0.024712447,0.20904358,-0.15148175,-0.018925196,-0.008313783,0.097304985
u_00046,none,none,0,2.0,56.425,15.478567440173533,67.37,4.031978122234679,0.5,0.0,2.0,1.0,1.0,4.0,4.0,6.0,4.5,3.0,3.0,26.0,25.5,0.0,0.0,u_05254,7509,13.0,4.442328466270043,0.7352489,-0.05265151,0.3871449,0.29664916,0.08271369,0.0060100355,0.09907477,0.17427446,0.049654834,0.13667242,-0.0032948023,0.23343712,-0.040229764,0.11767246,0.107801214,-0.26259235
u_00047,none,none,0,5.0,29.851999999999997,11.148426794844193,40.51,3.3532304868233824,0.4,0.0,5.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,29.0,25.4,0.2,1.0,u_05254,7509,7.0,4.3634966224177525,0.87966204,0.2491835,0.08711102,-0.13656302,0.17203595,-0.019239798,-0.020943057,-0.05628279,0.16588056,0.09384681,-0.05617792,0.009049241,-0.070155576,-0.12817834,0.012934652,-0.20787361
u_00048,none,none,0,6.0,36.35666666666666,26.259044664013704,71.0,3.3649204096309258,0.5,0.0,6.0,2.0,1.0,1.0,1.0,2.0,1.5,1.0,1.0,33.0,24.833333333333332,0.0,0.0,u_05254,7509,4.0,4.23102834369712,0.8897792,0.026184585,-0.08032458,-0.043964703,-0.09565109,-0.01732426,0.02332136,-0.019513302,0.06451522,0.057939798,0.05831843,0.16869801,-0.26580238,-0.1762996,-0.16297147,0.14552337
u_00049,none,none,0,5.0,68.838,92.97313359245238,230.32,3.49043458076806,0.4,0.0,5.0,3.0,1.0,4.0,2.5,2.0,1.6666666666666667,2.0,1.5,34.0,28.6,0.2,1.0,u_05254,7509,8.0,4.423772517297301,0.9107921,-0.17537254,-0.035957135,0.02833167,0.11405254,0.036744405,0.12484532,-0.18337762,-0.07159933,-0.0019516622,0.054216724,-0.036290802,-0.11084445,0.15102758,-0.06048858,0.16091377
u_00050,none,none,0,5.0,43.58,30.929623340739216,88.68,3.604530903700953,0.2,0.0,5.0,4.0,1.0,4.0,4.0,2.0,1.5,1.0,1.0,33.0,24.4,0.0,0.0,u_05254,7509,7.0,4.3485292510085545,0.8359204,-0.097597465,-0.03606574,0.009891419,-0.08665219,-0.08016087,-0.023097895,-0.00828961,0.30822092,0.039516103,-0.14943734,0.22269845,-0.22311246,0.01773728,-0.11328897,0.21061997
u_00051,none,none,0,5.0,63.552,44.124403905322055,124.43,3.9688824573715187,0.0,0.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,29.0,22.2,0.0,0.0,u_00051,3,4.0,1.5678019808329178,0.8469132,-0.012120828,-0.1751646,-0.12218921,-0.1481241,0.24234499,-0.030975444,-0.09871762,-0.029685482,-0.14211135,-0.015867481,-0.19538862,0.039185483,0.105504714,0.1397216,0.23217998
u_00052,none,none,0,6.0,31.820000000000004,28.388038326027395,83.18,3.1543624320905095,0.6666666666666666,0.0,6.0,5.0,1.0,2.0,1.5,2.0,2.0,2.0,2.0,43.0,26.833333333333332,0.16666666666666666,1.0,u_05254,7509,6.0,4.400045558046177,0.87619126,0.0483508,-0.09296252,0.038337715,0.104948744,-0.018607749,0.11276948,-0.2183568,-0.031954035,-0.12558314,0.04328152,0.04001245,0.06209556,-0.1578657,0.27246577,-0.15748212
u_00053,none,none,0,2.0,17.12,1.612203461105329,18.26,2.8950332936265903,0.5,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,31.0,24.5,0.0,0.0,u_05254,7509,5.0,4.264483808532322,0.91693383,-0.09770448,0.0023189776,0.15668595,0.048961937,-0.122968405,0.029919125,-0.13690534,-0.0227521,-0.16560005,0.035530396,0.030707648,-0.20250182,0.10256559,0.07935901,0.0015957593
u_00054,none,none,0,6.0,30.650000000000002,11.859952782368065,44.12,3.3853041183808528,0.3333333333333333,0.0,6.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,36.0,26.166666666666668,0.16666666666666666,1.0,u_05254,7509,8.0,4.428219820861596,0.719073,0.04965143,0.42951027,-0.39439234,0.0132484585,-0.016069228,-0.057047747,-0.0042272536,0.10399552,0.078506924,-0.1100313,0.1349851,0.05970204,-0.1974227,0.04415013,-0.21199705
u_00055,none,none,0,3.0,22.53333333333333,10.999592416691323,35.23,3.0925555353180276,0.6666666666666666,0.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,31.0,25.0,0.0,0.0,u_05254,7509,5.0,4.264483808532322,0.9076841,-0.10566544,-0.02352989,0.099838525,-0.061251268,-0.081508115,0.061562818,-0.018609364,0.3204491,0.06903758,-0.031225232,0.058325842,-0.1173266,-0.034905702,-0.11328983,0.015562481
u_00056,none,none,0,7.0,24.244285714285716,9.009590921425266,38.21,3.173150180476377,0.2857142857142857,0.0,7.0,5.0,1.0,2.0,2.0,2.0,1.5,1.0,1.0,39.0,29.714285714285715,0.14285714285714285,1.0,u_05254,7509,5.0,4.3376839473665925,0.8631671,-0.075084805,0.23290743,0.025354624,-0.10748194,-0.029298889,-0.12075235,-0.06131841,0.030983595,0.034816805,-0.0035523549,-0.054229215,-0.014504607,0.31724367,-0.036176283,0.23743632
u_00057,none,none,0,4.0,66.2675,56.12976832008722,143.78,3.9420794939576314,0.75,0.25,4.0,3.0,1.0,1.0,1.0,2.0,1.5,2.0,2.0,40.0,24.5,0.0,0.0,u_05254,7509,5.0,4.314051041313238,0.78179026,-0.092475116,0.07967654,0.23620875,-0.032024436,-0.019980635,0.05418158,-0.11661382,0.0950638,-0.044868927,-0.041427635,0.092551686,-0.027800897,-0.12704282,-0.35215464,0.37133822
