user_id,age,account_age_days,home_region,income_band,ring_id,is_fraud_ring
u_00225,41,92,north,medium,none,0
u_00226,32,444,south,low,none,0
u_00227,71,301,south,medium,none,0
u_00228,49,232,north,high,none,0
u_00229,49,158,south,medium,none,0
u_00230,41,490,north,medium,none,0
u_00231,58,411,west,medium,none,0
u_00232,69,424,south,low,none,0
u_00233,66,767,east,low,none,0
u_00234,66,942,south,high,none,0
u_00235,69,60,north,low,none,0
u_00236,29,493,east,high,ring_03,1
u_00237,56,268,central,low,none,0
u_00238,19,541,east,low,none,0
u_00239,20,222,east,low,none,0
u_00240,66,1159,south,medium,none,0
u_00241,54,555,east,medium,none,0
u_00242,66,341,east,low,none,0
u_00243,73,796,north,medium,none,0
u_00244,34,204,south,high,none,0
u_00245,66,571,north,medium,none,0
u_00246,19,332,south,low,none,0
u_00247,19,363,central,low,none,0
u_00248,45,1039,east,medium,none,0
u_00249,71,1429,south,medium,none,0
u_00250,40,499,east,high,none,0
u_00251,54,222,east,medium,none,0
u_00252,49,358,west,low,none,0
u_00253,50,230,north,medium,none,0
u_00254,18,250,south,medium,none,0
u_00255,36,423,central,medium,none,0
u_00256,19,238,west,high,none,0
u_00257,70,793,north,medium,none,0
u_00258,61,337,central,medium,none,0
u_00259,43,375,central,low,none,0
u_00260,49,262,east,low,none,0
u_00261,23,146,north,medium,none,0
u_00262,49,162,west,medium,none,0
u_00263,72,451,south,low,none,0
u_00264,21,310,south,low,none,0
u_00265,72,470,west,medium,none,0
u_00266,28,726,east,medium,none,0
u_00267,73,228,east,low,none,0
u_00268,34,1282,central,medium,none,0
u_00269,55,187,north,low,none,0
u_00270,41,158,central,medium,none,0
u_00271,22,671,south,medium,none,0
u_00272,69,383,west,low,none,0
u_00273,51,220,north,medium,none,0
u_00274,23,147,west,low,none,0
u_00275,39,191,north,low,none,0
u_00276,28,400,south,medium,none,0
u_00277,65,878,south,medium,none,0
u_00278,33,98,north,medium,none,0
u_00279,50,424,east,low,none,0
u_00280,26,610,north,medium,ring_19,1
u_00281,23,272,south,low,none,0
u_00282,33,904,west,low,none,0
u_00283,46,461,central,medium,none,0
u_00284,20,647,west,medium,none,0
u_00285,37,630,south,high,none,0
u_00286,53,772,west,medium,none,0
u_00287,36,349,east,low,none,0
u_00288,43,996,east,high,none,0
u_00289,20,366,north,low,none,0
u_00290,36,329,west,low,none,0
u_00291,37,319,west,medium,none,0
u_00292,49,302,south,high,none,0
u_00293,24,302,north,medium,none,0
u_00294,69,404,north,medium,none,0
u_00295,58,412,west,medium,none,0
u_00296,50,408,central,medium,none,0
u_00297,57,338,west,medium,none,0
u_00298,56,629,west,low,none,0
u_00299,35,436,west,low,none,0
u_00300,57,512,east,medium,none,0
u_00301,18,195,north,high,none,0
u_00302,28,149,east,medium,none,0
u_00303,45,589,central,medium,none,0
u_00304,74,647,south,low,none,0
u_00305,42,184,central,low,none,0
u_00306,67,167,north,medium,none,0
u_00307,40,808,south,low,none,0
u_00308,48,274,central,medium,none,0
u_00309,47,237,north,low,none,0
u_00310,59,166,central,medium,none,0
u_00311,52,168,south,medium,none,0
u_00312,24,1263,south,medium,none,0
u_00313,33,353,central,medium,none,0
u_00314,43,312,east,medium,ring_12,1
u_00315,65,157,central,medium,none,0
u_00316,74,93,central,high,none,0
u_00317,69,1029,central,medium,none,0
u_00318,66,720,east,low,none,0
u_00319,19,428,west,medium,none,0
u_00320,18,320,south,medium,none,0
u_00321,65,417,north,medium,none,0
u_00322,29,408,south,low,none,0
u_00323,22,863,south,low,none,0
u_00324,54,497,west,high,none,0
u_00325,49,269,south,high,ring_03,1
u_00326,72,221,south,medium,none,0
u_00327,26,381,east,low,none,0
u_00328,58,328,east,low,none,0
u_00329,52,481,east,low,none,0
u_00330,36,76,east,medium,ring_12,1
u_00331,65,421,east,low,none,0
u_00332,33,189,north,medium,none,0
u_00333,20,251,west,low,none,0
u_00334,37,351,central,medium,none,0
u_00335,41,942,east,medium,none,0
u_00336,71,525,west,medium,none,0
u_00337,73,346,central,medium,none,0
u_00338,50,134,south,medium,none,0
u_00339,41,375,south,medium,none,0
u_00340,69,185,west,medium,none,0
u_00341,28,713,north,low,none,0
u_00342,66,365,north,low,none,0
u_00343,25,164,west,medium,none,0
u_00344,53,350,north,medium,none,0
u_00345,55,695,north,high,none,0
u_00346,57,678,south,medium,none,0
u_00347,37,327,north,low,none,0
u_00348,52,599,north,medium,none,0
u_00349,65,441,west,medium,none,0
u_00350,42,300,north,medium,none,0
u_00351,52,97,east,medium,none,0
u_00352,42,574,east,medium,none,0
u_00353,46,216,west,low,none,0
u_00354,35,431,east,medium,none,0
u_00355,63,91,south,medium,none,0
u_00356,35,410,west,medium,none,0
u_00357,19,350,north,medium,none,0
u_00358,71,516,east,medium,none,0
u_00359,52,312,south,medium,none,0
u_00360,33,397,west,medium,none,0
u_00361,58,682,west,medium,none,0
u_00362,53,1190,north,low,none,0
u_00363,50,1360,central,medium,none,0
u_00364,21,1506,east,medium,none,0
u_00365,50,380,south,low,none,0
u_00366,31,432,west,medium,none,0
u_00367,38,1159,east,medium,none,0
u_00368,65,840,south,low,none,0
u_00369,37,250,south,medium,none,0
u_00370,73,206,west,low,none,0
u_00371,25,72,east,medium,none,0
u_00372,24,492,south,medium,none,0
u_00373,20,876,west,low,none,0
u_00374,34,222,east,high,none,0
u_00375,50,229,east,low,none,0
u_00376,65,569,west,medium,none,0
u_00377,29,743,east,medium,none,0
u_00378,68,446,central,medium,none,0
u_00379,39,222,south,high,none,0
u_00380,72,331,south,medium,none,0
u_00381,39,298,east,high,none,0
u_00382,63,554,west,medium,none,0
u_00383,47,224,north,medium,none,0
u_00384,55,145,east,medium,none,0
u_00385,55,74,north,high,none,0
u_00386,62,253,east,high,none,0
u_00387,68,696,north,high,none,0
u_00388,71,197,east,medium,none,0
u_00389,25,105,west,low,none,0
u_00390,44,148,north,low,none,0
u_00391,44,180,central,low,none,0
u_00392,51,255,west,low,none,0
u_00393,38,135,east,low,none,0
u_00394,47,635,north,low,none,0
u_00395,50,164,south,low,none,0
u_00396,45,464,west,high,none,0
u_00397,64,250,north,low,none,0
u_00398,50,210,west,low,ring_14,1
u_00399,22,601,north,medium,none,0
u_00400,65,355,south,medium,none,0
u_00401,36,805,central,low,none,0
u_00402,21,259,south,low,none,0
u_00403,52,163,east,low,none,0
u_00404,66,298,west,medium,none,0
u_00405,34,237,central,low,none,0
u_00406,61,1011,west,medium,none,0
u_00407,45,229,north,medium,none,0
u_00408,47,474,east,medium,none,0
u_00409,46,373,east,medium,none,0
u_00410,63,160,west,low,none,0
u_00411,70,199,east,medium,none,0
u_00412,23,418,west,medium,none,0
u_00413,52,419,north,medium,none,0
u_00414,58,295,north,high,none,0
u_00415,54,347,west,low,none,0
u_00416,41,89,south,high,none,0
u_00417,46,195,south,high,none,0
u_00418,66,695,north,low,none,0
u_00419,63,254,central,low,none,0
u_00420,70,693,south,low,none,0
u_00421,48,759,west,medium,none,0
u_00422,52,754,north,low,none,0
u_00423,50,989,east,low,none,0
u_00424,69,513,east,high,none,0
u_00425,38,966,south,low,none,0
u_00426,49,666,central,medium,none,0
u_00427,40,81,south,medium,none,0
u_00428,50,483,central,high,none,0
u_00429,20,1359,south,low,none,0
u_00430,35,67,east,low,none,0
u_00431,42,369,central,medium,none,0
u_00432,59,158,east,medium,none,0
u_00433,48,207,west,high,none,0
u_00434,71,252,west,low,none,0
u_00435,20,481,north,medium,none,0
u_00436,57,292,east,medium,none,0
u_00437,63,471,east,high,none,0
u_00438,41,1119,north,medium,none,0
u_00439,67,713,west,medium,none,0
u_00440,49,417,west,low,none,0
u_00441,64,311,central,low,none,0
u_00442,39,505,central,medium,none,0
u_00443,40,81,west,low,none,0
u_00444,19,272,south,medium,none,0
u_00445,44,519,east,low,none,0
u_00446,59,412,central,medium,none,0
u_00447,19,742,south,low,none,0
u_00448,43,677,central,medium,none,0
u_00449,34,494,north,medium,none,0
u_00450,57,292,east,low,none,0
u_00451,50,249,central,low,none,0
u_00452,26,770,west,medium,none,0
u_00453,60,497,north,low,none,0
u_00454,71,197,north,low,none,0
u_00455,65,699,west,medium,none,0
u_00456,56,482,north,medium,none,0
u_00457,46,349,east,low,ring_12,1
u_00458,59,630,central,high,none,0
u_00459,72,542,north,high,none,0
u_00460,43,860,east,high,none,0
u_00461,52,856,west,medium,none,0
u_00462,67,264,central,high,none,0
u_00463,42,372,west,medium,none,0
u_00464,41,300,central,medium,none,0
u_00465,30,1114,north,medium,none,0
u_00466,24,635,north,low,none,0
u_00467,74,376,central,high,none,0
u_00468,53,224,east,medium,none,0
u_00469,62,402,east,high,none,0
u_00470,37,50,east,low,none,0
u_00471,18,308,south,high,none,0
u_00472,25,182,east,low,none,0
u_00473,63,689,north,medium,none,0
u_00474,33,311,south,medium,none,0
u_00475,31,420,east,medium,none,0
u_00476,29,358,north,medium,none,0
u_00477,68,707,south,medium,none,0
u_00478,40,718,north,low,none,0
u_00479,32,548,central,medium,none,0
u_00480,45,479,north,low,none,0
u_00481,51,104,south,medium,none,0
u_00482,19,337,east,low,none,0
u_00483,49,794,south,medium,none,0
u_00484,40,446,east,high,none,0
u_00485,39,312,east,low,none,0
u_00486,68,274,west,medium,none,0
u_00487,42,275,central,low,none,0
u_00488,39,416,west,low,none,0
u_00489,39,253,south,medium,none,0
u_00490,66,758,west,medium,none,0
u_00491,69,90,east,medium,none,0
u_00492,59,624,south,high,none,0
u_00493,23,891,west,medium,none,0
u_00494,32,172,north,high,none,0
u_00495,71,582,central,medium,none,0
u_00496,60,501,north,medium,none,0
u_00497,54,214,south,medium,none,0
u_00498,50,159,west,medium,none,0
u_00499,25,527,east,medium,none,0
u_00500,70,1124,west,low,none,0
u_00501,61,821,south,low,none,0
u_00502,61,585,south,medium,none,0
u_00503,22,522,south,low,none,0
u_00504,56,446,south,low,none,0
u_00505,21,369,west,medium,none,0
u_00506,23,545,north,low,none,0
u_00507,62,211,east,medium,none,0
u_00508,49,667,east,medium,none,0
u_00509,69,387,central,low,none,0
u_00510,47,392,south,low,none,0
u_00511,64,998,south,low,none,0
u_00512,52,146,south,medium,none,0
u_00513,72,598,north,medium,ring_11,1
u_00514,57,923,south,medium,none,0
u_00515,69,552,central,medium,none,0
u_00516,33,454,central,medium,ring_05,1
u_00517,30,379,north,medium,none,0
u_00518,67,669,south,low,none,0
u_00519,59,538,west,medium,none,0
u_00520,47,318,west,medium,none,0
u_00521,36,378,east,low,none,0
u_00522,34,535,north,medium,none,0
u_00523,73,193,west,low,none,0
u_00524,36,254,east,medium,none,0
u_00525,45,873,central,low,none,0
u_00526,72,304,east,low,none,0
u_00527,43,159,south,medium,none,0
u_00528,54,552,south,medium,none,0
u_00529,43,867,central,high,none,0
u_00530,70,143,north,medium,none,0
u_00531,40,734,south,medium,none,0
u_00532,26,923,south,high,none,0
u_00533,29,709,east,low,none,0
u_00534,70,362,east,low,none,0
u_00535,18,757,east,medium,none,0
u_00536,18,803,west,medium,none,0
u_00537,64,167,central,medium,none,0
u_00538,51,641,north,medium,none,0
u_00539,49,425,east,low,none,0
u_00540,71,414,north,medium,none,0
u_00541,65,89,east,medium,none,0
u_00542,42,70,south,medium,none,0
u_00543,57,427,north,high,none,0
u_00544,62,361,west,medium,none,0
u_00545,70,358,east,low,none,0
u_00546,18,331,central,medium,none,0
u_00547,33,188,south,low,none,0
u_00548,56,671,east,high,none,0
u_00549,22,915,north,medium,none,0
u_00550,39,122,east,medium,none,0
u_00551,46,607,south,medium,none,0
u_00552,72,149,central,medium,none,0
u_00553,20,329,central,low,none,0
u_00554,29,517,central,medium,none,0
u_00555,43,235,south,medium,ring_11,1
u_00556,33,207,east,high,none,0
u_00557,68,392,south,low,none,0
u_00558,54,665,south,medium,none,0
u_00559,39,271,east,medium,none,0
u_00560,74,206,west,high,none,0
u_00561,46,283,central,low,none,0
u_00562,31,788,north,medium,none,0
u_00563,45,398,north,medium,none,0
u_00564,22,419,east,medium,none,0
u_00565,64,307,north,medium,none,0
u_00566,66,347,west,medium,none,0
u_00567,47,616,south,high,none,0
u_00568,63,428,central,medium,none,0
u_00569,69,1076,north,medium,none,0
u_00570,22,281,north,medium,none,0
u_00571,29,875,east,medium,none,0
u_00572,33,127,east,high,none,0
u_00573,43,430,south,medium,none,0
u_00574,43,393,central,low,none,0
u_00575,65,880,north,low,none,0
u_00576,38,313,south,medium,none,0
u_00577,56,1052,central,medium,none,0
u_00578,53,115,south,medium,none,0
u_00579,50,227,north,high,none,0
u_00580,47,239,east,high,none,0
u_00581,54,144,east,low,none,0
u_00582,40,396,east,medium,none,0
u_00583,27,324,west,medium,none,0
u_00584,71,735,south,low,none,0
u_00585,22,155,north,medium,none,0
u_00586,53,1356,south,low,none,0
u_00587,51,1014,east,low,none,0
u_00588,69,255,south,low,none,0
u_00589,48,597,central,medium,none,0
u_00590,27,258,south,medium,none,0
u_00591,36,586,west,medium,none,0
u_00592,49,135,west,medium,none,0
u_00593,18,572,east,low,none,0
u_00594,73,295,north,low,none,0
u_00595,22,119,central,low,none,0
u_00596,62,375,north,medium,none,0
u_00597,21,389,north,high,none,0
u_00598,33,440,central,medium,none,0
u_00599,41,1061,west,low,none,0
u_00600,33,296,east,low,none,0
u_00601,72,349,south,medium,none,0
u_00602,19,128,west,medium,none,0
u_00603,66,496,east,medium,none,0
u_00604,45,356,west,low,none,0
u_00605,49,169,central,medium,none,0
u_00606,44,424,north,medium,none,0
u_00607,37,196,central,medium,none,0
u_00608,41,1258,south,low,none,0
u_00609,29,311,central,low,none,0
u_00610,67,157,north,medium,none,0
u_00611,52,558,west,low,none,0
u_00612,50,146,east,medium,none,0
u_00613,50,703,south,low,none,0
u_00614,68,143,west,low,none,0
u_00615,60,618,east,high,none,0
u_00616,54,733,north,low,none,0
u_00617,29,969,central,low,none,0
u_00618,20,155,west,low,none,0
u_00619,18,217,east,high,none,0
u_00620,50,680,east,medium,none,0
u_00621,57,773,central,high,none,0
u_00622,27,242,west,medium,none,0
u_00623,60,101,west,medium,none,0
u_00624,61,141,north,medium,none,0
u_00625,46,145,west,medium,none,0
u_00626,30,318,central,medium,ring_04,1
u_00627,29,467,west,medium,none,0
u_00628,48,276,north,medium,none,0
u_00629,63,424,east,medium,none,0
u_00630,19,840,west,low,none,0
u_00631,68,247,central,medium,none,0
u_00632,67,359,west,medium,none,0
u_00633,52,568,south,medium,none,0
u_00634,40,535,north,high,none,0
u_00635,34,554,east,medium,none,0
u_00636,43,280,south,low,none,0
u_00637,25,632,central,medium,none,0
u_00638,46,425,west,medium,none,0
u_00639,43,154,north,high,none,0
u_00640,27,401,west,medium,none,0
u_00641,43,322,west,low,none,0
u_00642,51,62,west,low,none,0
u_00643,68,1261,west,low,none,0
u_00644,58,400,north,low,none,0
u_00645,24,1195,south,medium,none,0
u_00646,21,508,central,low,none,0
u_00647,70,187,south,low,none,0
u_00648,67,168,north,medium,none,0
u_00649,62,493,central,medium,none,0
u_00650,28,444,east,low,none,0
u_00651,46,242,south,medium,none,0
u_00652,73,426,north,low,none,0
u_00653,53,1196,north,medium,none,0
u_00654,42,1212,north,medium,ring_06,1
u_00655,38,567,central,high,none,0
u_00656,74,300,west,low,none,0
u_00657,53,461,east,low,none,0
u_00658,27,212,central,medium,none,0
u_00659,54,593,central,low,none,0
u_00660,26,142,south,medium,none,0
u_00661,41,464,east,low,none,0
u_00662,52,729,north,medium,none,0
u_00663,66,537,central,high,none,0
u_00664,52,207,east,high,none,0
u_00665,65,874,south,medium,none,0
u_00666,53,398,west,low,none,0
u_00667,35,404,east,medium,none,0
u_00668,66,584,north,medium,none,0
u_00669,56,211,central,high,ring_16,1
u_00670,49,307,west,high,none,0
u_00671,41,789,south,high,none,0
u_00672,40,112,north,high,none,0
u_00673,49,512,west,medium,none,0
u_00674,54,227,south,medium,none,0
u_00675,29,314,north,high,none,0
u_00676,66,200,central,medium,none,0
u_00677,72,268,south,medium,none,0
u_00678,30,377,west,high,none,0
u_00679,40,355,north,medium,none,0
u_00680,42,223,east,low,none,0
u_00681,52,61,north,low,none,0
u_00682,58,204,west,low,none,0
u_00683,47,213,west,medium,none,0
u_00684,34,594,east,medium,none,0
u_00685,66,192,west,medium,none,0
u_00686,37,238,north,medium,none,0
u_00687,65,784,south,high,none,0
u_00688,42,304,north,low,none,0
u_00689,39,511,west,high,none,0
u_00690,30,191,east,low,none,0
u_00691,36,785,east,medium,none,0
u_00692,66,383,central,medium,none,0
u_00693,53,134,east,medium,none,0
u_00694,29,600,east,medium,none,0
u_00695,58,340,west,low,none,0
u_00696,36,723,south,medium,none,0
u_00697,29,838,south,low,none,0
u_00698,26,299,west,medium,none,0
u_00699,24,430,east,medium,none,0
u_00700,45,404,north,medium,none,0
u_00701,31,933,south,medium,none,0
u_00702,48,209,west,high,none,0
u_00703,69,119,north,medium,none,0
u_00704,36,340,east,low,none,0
u_00705,64,200,west,medium,none,0
u_00706,33,351,south,medium,none,0
u_00707,70,893,north,medium,none,0
u_00708,22,474,north,medium,none,0
u_00709,52,504,south,medium,none,0
u_00710,29,331,north,high,none,0
u_00711,42,245,south,high,none,0
u_00712,69,406,west,high,none,0
u_00713,38,237,central,medium,none,0
u_00714,53,511,east,high,none,0
u_00715,70,174,west,low,none,0
u_00716,40,210,east,medium,none,0
u_00717,33,315,east,low,none,0
u_00718,74,265,south,medium,none,0
u_00719,56,432,central,low,ring_12,1
u_00720,62,1561,east,medium,none,0
u_00721,70,776,east,low,none,0
u_00722,59,669,west,medium,none,0
u_00723,56,93,central,medium,none,0
u_00724,31,567,central,low,none,0
u_00725,48,577,east,medium,none,0
u_00726,22,521,central,high,none,0
u_00727,52,215,west,medium,none,0
u_00728,40,438,south,medium,none,0
u_00729,46,504,east,medium,none,0
u_00730,60,288,north,high,none,0
u_00731,28,539,east,medium,none,0
u_00732,35,625,east,medium,none,0
u_00733,64,346,south,high,none,0
u_00734,29,179,north,low,none,0
u_00735,26,93,north,low,none,0
u_00736,27,327,north,medium,none,0
u_00737,61,186,south,low,none,0
u_00738,34,287,central,medium,none,0
u_00739,55,499,north,low,none,0
u_00740,24,500,central,medium,none,0
u_00741,63,284,west,high,none,0
u_00742,30,213,south,low,none,0
u_00743,57,322,central,low,none,0
u_00744,59,861,north,low,none,0
u_00745,26,76,north,medium,none,0
u_00746,67,289,central,medium,none,0
u_00747,44,161,central,medium,none,0
u_00748,19,677,west,low,none,0
u_00749,22,496,south,medium,none,0
u_00750,46,417,east,low,none,0
u_00751,54,198,west,medium,none,0
u_00752,55,160,west,low,none,0
u_00753,36,495,west,medium,none,0
u_00754,25,371,north,medium,none,0
u_00755,65,205,central,low,none,0
u_00756,62,377,south,low,none,0
u_00757,18,329,north,medium,none,0
u_00758,39,708,west,medium,none,0
u_00759,69,529,south,high,none,0
u_00760,34,344,north,low,none,0
u_00761,24,443,east,low,none,0
u_00762,42,503,west,low,none,0
u_00763,62,391,north,low,none,0
u_00764,21,126,north,low,none,0
u_00765,53,839,west,low,none,0
u_00766,23,1315,east,medium,none,0
u_00767,48,802,central,medium,none,0
u_00768,36,729,east,medium,none,0
u_00769,61,293,west,medium,none,0
u_00770,71,952,central,medium,none,0
u_00771,56,496,north,medium,none,0
u_00772,44,744,east,medium,none,0
u_00773,27,445,east,medium,ring_14,1
u_00774,43,161,central,high,none,0
u_00775,36,352,north,high,none,0
u_00776,56,643,east,medium,none,0
u_00777,20,296,central,medium,none,0
u_00778,62,452,east,medium,none,0
u_00779,30,291,north,low,none,0
u_00780,67,228,north,medium,none,0
u_00781,45,19,south,medium,none,0
u_00782,37,59,central,medium,none,0
u_00783,45,189,west,low,none,0
u_00784,25,270,east,low,none,0
u_00785,58,778,north,medium,none,0
u_00786,56,193,east,medium,none,0
u_00787,18,187,east,low,ring_14,1
