transaction_id,user_id,timestamp,amount,merchant_id,device_id,ip_id,card_id,is_online,is_fraud,ring_id,ring_type
tx_0000075,u_00686,2026-02-02 07:05:00,16.9,m_0595,d_003609,ip_001973,c_001778,0,0,none,none
tx_0000076,u_07428,2026-03-08 08:23:00,7.33,m_0231,d_003619,ip_002240,c_004225,0,0,none,none
tx_0000077,u_06934,2026-03-19 12:27:00,48.47,m_0209,d_004013,ip_009466,c_000437,1,0,none,none
tx_0000078,u_04822,2026-04-29 16:06:00,25.19,m_0253,d_003715,ip_001307,c_005209,1,0,none,none
tx_0000079,u_04631,2026-04-13 13:54:00,40.49,m_0027,d_008754,ip_000118,c_004207,1,0,none,none
tx_0000080,u_04100,2026-04-18 15:52:00,110.69,m_0955,d_000317,ip_009672,c_005351,1,0,none,none
tx_0000081,u_06600,2026-04-10 14:30:00,86.11,m_0519,d_009612,ip_002909,c_006122,0,0,none,none
tx_0000082,u_05940,2026-01-08 06:31:00,21.12,m_0044,d_005829,ip_009961,c_001201,0,0,none,none
tx_0000083,u_01400,2026-03-31 06:14:00,47.59,m_0294,d_005932,ip_002651,c_008623,1,0,none,none
tx_0000084,u_01781,2026-02-28 12:10:00,68.08,m_0237,d_007777,bip_000,c_000141,0,0,none,none
tx_0000085,u_07585,2026-03-27 20:24:00,44.71,m_1024,d_004350,ip_006695,c_005436,1,0,none,none
tx_0000086,u_05628,2026-03-16 23:56:00,8.48,m_0155,d_007017,ip_003263,c_000258,1,0,none,none
tx_0000087,u_02370,2026-04-27 17:21:00,24.5,m_0628,d_006153,ip_003433,c_000489,1,0,none,none
tx_0000088,u_06342,2026-04-29 17:29:00,18.65,m_0952,d_004442,ip_005287,c_004430,1,0,none,none
tx_0000089,u_03099,2026-03-10 22:41:00,6.55,m_0558,d_005336,ip_005296,c_004033,1,0,none,none
tx_0000090,u_06391,2026-04-22 12:10:00,40.73,m_1008,d_003394,ip_009098,c_007487,1,0,none,none
tx_0000091,u_07468,2026-01-12 18:23:00,79.76,m_0693,d_005152,ip_003146,c_006051,1,0,none,none
tx_0000092,u_07463,2026-02-14 18:13:00,95.62,m_0325,d_002899,ip_003955,c_004180,0,0,none,none
tx_0000093,u_07646,2026-02-26 15:20:00,34.15,m_1119,d_008809,ip_000263,c_004690,0,0,none,none
tx_0000094,u_04635,2026-03-27 00:35:00,5.45,m_0422,d_005392,ip_001164,c_002575,1,1,ring_15,promo_abuse
tx_0000095,u_02992,2026-04-18 07:00:00,63.02,m_1058,d_004204,bip_014,c_003921,0,0,none,none
tx_0000096,u_00755,2026-01-14 08:19:00,21.97,m_1171,d_003509,ip_008509,c_005542,0,0,none,none
tx_0000097,u_07364,2026-03-29 09:37:00,15.34,m_0279,d_008716,ip_007323,c_008501,0,0,none,none
tx_0000098,u_01170,2026-04-01 21:03:00,14.89,m_0870,d_003132,ip_009890,c_005863,1,0,none,none
tx_0000099,u_05825,2026-04-25 09:57:00,14.53,m_0348,d_001602,ip_001367,c_001390,0,0,none,none
tx_0000100,u_07656,2026-02-01 16:56:00,189.17,m_0715,d_000600,ip_001058,c_008701,1,0,none,none
tx_0000101,u_04972,2026-01-13 10:51:00,37.98,m_0940,d_002812,ip_002813,c_001016,1,0,none,none
tx_0000102,u_06222,2026-03-16 14:43:00,54.43,m_0627,d_000100,ip_001986,c_004689,0,0,none,none
tx_0000103,u_05389,2026-01-02 09:44:00,48.33,m_1038,d_007114,ip_002247,c_000277,0,0,none,none
tx_0000104,u_04113,2026-01-07 21:41:00,66.53,m_0364,d_008948,ip_009889,c_007615,0,0,none,none
tx_0000105,u_00809,2026-02-19 18:27:00,11.46,m_0687,d_003325,ip_004022,c_000911,0,0,none,none
tx_0000106,u_02146,2026-03-28 08:21:00,29.56,m_0657,d_000835,bip_001,c_008064,1,0,none,none
tx_0000107,u_03134,2026-02-22 12:25:00,51.11,m_1073,d_008830,ip_007183,c_008451,0,0,none,none
tx_0000108,u_02518,2026-01-15 18:15:00,47.48,m_1189,d_009201,ip_003490,c_004892,1,0,none,none
tx_0000109,u_02315,2026-02-14 12:00:00,21.7,m_0321,d_000933,ip_004100,c_004275,1,0,none,none
tx_0000110,u_03879,2026-02-03 08:10:00,90.27,m_0603,d_008829,ip_005807,c_008410,0,1,none,none
tx_0000111,u_04460,2026-03-10 11:26:00,126.21,m_1095,d_008020,ip_000720,c_001660,0,0,none,none
tx_0000112,u_03830,2026-04-14 18:21:00,27.44,m_1072,d_001036,ip_008015,c_002362,0,0,none,none
tx_0000113,u_00758,2026-01-19 19:14:00,71.18,m_0312,d_008575,ip_001738,c_005035,0,0,none,none
tx_0000114,u_07833,2026-04-15 14:29:00,24.87,m_0622,d_005989,ip_006798,c_000246,1,0,none,none
tx_0000115,u_01528,2026-02-28 15:39:00,17.28,m_0072,d_002101,ip_007818,c_003342,0,0,none,none
tx_0000116,u_06895,2026-03-10 21:46:00,30.69,m_1023,d_009577,ip_003185,c_006304,0,0,none,none
tx_0000117,u_07892,2026-01-14 02:41:00,8.47,m_1055,d_004285,ip_003183,c_000060,1,0,ring_07,promo_abuse
tx_0000118,u_00137,2026-01-02 19:28:00,15.51,m_0688,d_009927,ip_008516,c_005365,0,0,none,none
tx_0000119,u_02799,2026-04-03 04:43:00,66.55,m_0208,d_004070,ip_004327,c_002873,1,0,none,none
tx_0000120,u_00423,2026-01-23 09:38:00,71.44,m_0804,d_002223,ip_007990,c_007934,1,0,none,none
tx_0000121,u_06345,2026-02-21 18:24:00,162.19,m_0428,d_009073,ip_007730,c_005791,1,0,none,none
tx_0000122,u_03817,2026-04-08 07:39:00,86.33,m_0262,d_006568,ip_000741,c_002249,0,0,none,none
tx_0000123,u_01102,2026-03-29 15:35:00,59.99,m_0548,d_007848,ip_005530,c_004215,0,0,none,none
tx_0000124,u_07532,2026-01-07 23:10:00,91.75,m_1125,d_001881,ip_004102,c_006370,0,0,none,none
tx_0000125,u_04952,2026-03-11 17:06:00,8.83,m_1035,d_004071,bip_012,c_000917,1,0,none,none
tx_0000126,u_03436,2026-04-10 20:03:00,23.03,m_0039,d_003895,ip_004937,c_003940,0,0,none,none
tx_0000127,u_01178,2026-01-05 09:33:00,18.54,m_0912,d_004356,ip_010174,c_006976,1,0,none,none
tx_0000128,u_05438,2026-01-13 18:31:00,304.61,m_0695,d_005738,ip_006633,c_008282,0,0,none,none
tx_0000129,u_00649,2026-02-21 15:18:00,20.79,m_0372,d_000292,ip_003008,c_005319,0,0,none,none
tx_0000130,u_02105,2026-03-02 14:42:00,32.96,m_0680,d_001655,rip_03_01,c_008464,1,1,ring_03,promo_abuse
tx_0000131,u_03561,2026-02-07 07:52:00,73.83,m_0919,d_008644,ip_001263,c_005881,1,0,none,none
tx_0000132,u_01178,2026-01-28 11:08:00,12.24,m_0686,d_007198,ip_010174,c_006976,0,0,none,none
tx_0000133,u_07884,2026-03-22 15:38:00,52.92,m_0822,d_008625,ip_005640,c_006524,0,0,none,none
tx_0000134,u_02256,2026-03-07 11:51:00,30.45,m_0179,d_005142,ip_010286,c_002144,0,0,none,none
tx_0000135,u_07149,2026-03-22 13:53:00,10.75,m_0625,d_003274,ip_007338,c_005387,1,0,none,none
tx_0000136,u_05162,2026-04-19 14:00:00,14.16,m_1194,d_004407,ip_000044,c_000902,0,0,none,none
tx_0000137,u_03640,2026-01-09 15:36:00,63.7,m_0988,d_000757,ip_008062,c_007129,0,0,none,none
tx_0000138,u_02049,2026-01-03 15:04:00,20.38,m_0013,d_002856,ip_010368,c_007496,1,0,none,none
tx_0000139,u_07295,2026-01-29 13:32:00,125.56,m_0569,d_004755,ip_006191,c_005949,0,0,none,none
tx_0000140,u_06473,2026-01-26 08:14:00,51.91,m_0238,d_003091,ip_004181,c_008096,0,0,none,none
tx_0000141,u_06485,2026-01-05 18:14:00,118.12,m_0067,d_001535,ip_006550,c_005509,0,0,none,none
tx_0000142,u_07396,2026-04-18 14:36:00,8.41,m_0743,d_000991,ip_000094,c_004270,1,0,none,none
tx_0000143,u_06928,2026-01-02 08:44:00,30.4,m_0080,d_009935,ip_004349,c_000001,1,0,none,none
tx_0000144,u_03476,2026-03-22 12:32:00,29.16,m_0180,d_002283,ip_003979,c_005657,0,0,none,none
tx_0000145,u_00025,2026-02-01 06:30:00,18.95,m_0922,d_002158,ip_009544,c_000422,1,0,none,none
tx_0000146,u_05531,2026-01-08 15:55:00,28.1,m_0495,d_004023,ip_000224,c_003205,0,0,none,none
tx_0000147,u_02270,2026-03-13 15:55:00,93.49,m_0560,d_000109,ip_002223,c_007042,1,0,none,none
tx_0000148,u_06875,2026-04-09 10:28:00,17.48,m_1039,d_005219,ip_000605,c_002830,1,0,none,none
tx_0000149,u_05612,2026-02-24 22:24:00,11.49,m_0791,d_000597,ip_008606,c_000210,1,0,none,none
tx_0000150,u_02180,2026-04-08 11:31:00,39.17,m_0120,d_009330,ip_001985,c_001839,0,0,none,none
tx_0000151,u_03486,2026-02-24 16:39:00,5.28,m_0226,d_008657,ip_006607,c_006398,1,0,none,none
tx_0000152,u_00100,2026-03-28 11:57:00,67.63,m_1115,d_009516,ip_003686,c_003593,0,0,none,none
tx_0000153,u_03799,2026-04-06 06:34:00,21.34,m_0466,d_007789,ip_000903,c_004504,1,1,ring_19,promo_abuse
tx_0000154,u_01668,2026-03-23 14:37:00,27.57,m_0765,d_002379,ip_002877,c_007229,0,0,none,none
tx_0000155,u_00586,2026-01-08 09:48:00,18.11,m_1188,d_008583,ip_005574,c_006682,1,0,none,none
tx_0000156,u_04084,2026-04-07 20:25:00,13.19,m_0265,d_009610,bip_011,c_006243,0,0,none,none
tx_0000157,u_06465,2026-04-25 04:00:00,18.0,m_0237,d_002716,ip_009421,c_004966,0,0,none,none
tx_0000158,u_01371,2026-03-29 11:33:00,62.63,m_0837,d_003662,ip_006198,c_001799,1,0,none,none
tx_0000159,u_00341,2026-03-22 17:36:00,13.85,m_0962,d_001073,ip_000518,c_006616,0,0,none,none
tx_0000160,u_07254,2026-03-16 15:01:00,47.25,m_0359,bd_014,bip_014,c_000836,0,0,none,none
tx_0000161,u_00653,2026-02-08 06:06:00,21.75,m_1177,d_001099,ip_008790,c_005664,1,0,none,none
tx_0000162,u_03431,2026-02-16 12:37:00,13.52,m_0210,d_009101,ip_003550,c_000517,1,0,none,none
tx_0000163,u_01719,2026-01-07 10:27:00,28.09,m_0584,d_003953,ip_004211,c_004252,1,0,none,none
tx_0000164,u_01305,2026-03-18 12:11:00,98.71,m_0879,d_006940,ip_002016,c_005543,0,0,none,none
tx_0000165,u_06642,2026-03-23 10:41:00,19.18,m_0263,d_009039,ip_006269,c_008095,1,0,none,none
tx_0000166,u_06187,2026-01-20 13:43:00,14.74,m_0097,d_001127,ip_002244,c_004601,1,0,none,none
tx_0000167,u_05085,2026-01-24 16:51:00,38.87,m_0847,d_004063,ip_003476,c_001660,1,0,none,none
tx_0000168,u_02533,2026-01-11 08:34:00,58.0,m_0753,d_006923,ip_010421,c_006900,0,0,none,none
tx_0000169,u_06591,2026-03-21 09:57:00,68.64,m_0115,d_009415,ip_009812,c_006466,1,0,none,none
tx_0000170,u_00212,2026-01-06 13:52:00,121.34,m_0073,d_005751,ip_004590,c_005224,1,0,none,none
tx_0000171,u_05344,2026-04-29 12:11:00,40.01,m_0476,d_002934,ip_002171,c_000998,0,0,none,none
tx_0000172,u_00344,2026-04-25 18:27:00,60.94,m_0262,d_002837,ip_003166,c_007611,1,0,none,none
tx_0000173,u_01768,2026-02-06 05:58:00,37.52,m_0455,d_007857,ip_008061,c_006778,1,0,none,none
tx_0000174,u_01875,2026-04-25 17:31:00,20.76,m_0031,d_003237,ip_004555,c_001421,1,0,none,none
tx_0000175,u_07700,2026-01-17 23:18:00,16.24,m_0736,d_000367,ip_003467,c_002205,0,0,none,none
tx_0000176,u_00830,2026-03-25 19:46:00,9.51,m_0637,d_009006,ip_007781,c_005147,0,0,none,none
tx_0000177,u_07871,2026-02-16 14:22:00,18.76,m_0952,d_000651,ip_008652,c_003097,0,0,none,none
tx_0000178,u_01869,2026-03-04 18:54:00,66.6,m_1048,d_002866,ip_000259,c_000012,1,0,none,none
tx_0000179,u_00847,2026-03-20 20:01:00,22.72,m_1005,d_007312,ip_007180,c_008566,1,0,none,none
tx_0000180,u_01117,2026-03-31 14:26:00,7.37,m_1162,d_000571,ip_010468,c_008276,0,0,none,none
tx_0000181,u_00214,2026-01-06 18:15:00,22.64,m_0637,d_006671,ip_003836,c_007783,0,0,none,none
tx_0000182,u_05402,2026-01-13 11:24:00,29.25,m_0691,d_009627,ip_007142,c_000141,1,0,none,none
tx_0000183,u_03891,2026-02-21 12:22:00,7.67,m_0740,d_008057,ip_000732,c_007600,1,0,none,none
tx_0000184,u_03482,2026-03-02 17:21:00,129.2,m_0741,rd_17_00,rip_17_00,c_006569,1,1,ring_17,mule_merchants
tx_0000185,u_00797,2026-03-09 11:31:00,4.63,m_0864,d_008936,ip_003806,c_004269,1,0,none,none
tx_0000186,u_06187,2026-01-03 07:51:00,33.89,m_0319,d_001127,ip_004148,c_004601,1,0,none,none
tx_0000187,u_03436,2026-01-26 14:32:00,16.44,m_0387,d_006599,ip_003438,c_003940,0,0,none,none
tx_0000188,u_01443,2026-03-23 11:24:00,14.31,m_0973,d_001650,ip_010343,c_003766,1,0,none,none
tx_0000189,u_03557,2026-02-12 22:44:00,6.25,m_0635,d_006672,ip_001130,c_005730,1,0,none,none
tx_0000190,u_07915,2026-03-07 11:36:00,6.29,m_0213,d_002166,ip_000594,c_000233,0,0,none,none
tx_0000191,u_06285,2026-04-05 18:50:00,37.51,m_0823,d_002147,ip_004551,c_003765,0,0,none,none
tx_0000192,u_06346,2026-03-09 09:58:00,45.89,m_0501,d_009161,ip_003558,c_003103,1,0,none,none
tx_0000193,u_02108,2026-02-07 10:49:00,46.72,m_1065,d_002112,ip_008587,c_008392,1,0,none,none
tx_0000194,u_04920,2026-04-01 12:53:00,51.49,m_0314,d_006900,ip_007305,c_005540,1,0,none,none
tx_0000195,u_01576,2026-01-04 14:12:00,48.78,m_0570,d_003388,ip_002098,c_004426,0,0,none,none
tx_0000196,u_02053,2026-03-30 11:56:00,4.53,m_0986,d_006521,ip_005544,c_000121,1,0,none,none
tx_0000197,u_07690,2026-04-12 19:31:00,24.18,m_0892,d_003184,ip_002486,c_006607,1,0,none,none
tx_0000198,u_00129,2026-02-18 16:48:00,24.19,m_1064,d_002491,ip_003561,c_008827,1,0,none,none
tx_0000199,u_06394,2026-02-16 18:33:00,29.68,m_1049,d_009183,ip_008399,c_004240,0,0,none,none
tx_0000200,u_02075,2026-01-09 14:31:00,49.2,m_0135,d_003090,ip_005051,c_001319,0,0,none,none
tx_0000201,u_03330,2026-04-17 12:15:00,15.53,m_0842,d_009597,ip_004850,c_004047,0,0,none,none
tx_0000202,u_00074,2026-02-12 15:16:00,44.44,m_0949,d_003073,ip_007167,c_007098,0,0,none,none
tx_0000203,u_03783,2026-03-18 10:39:00,75.62,m_0309,d_001923,ip_001157,c_001859,1,0,none,none
tx_0000204,u_01533,2026-03-14 13:43:00,33.45,m_0357,d_008463,ip_005334,c_004657,0,0,none,none
tx_0000205,u_02859,2026-02-21 14:19:00,56.5,m_0950,d_000781,ip_000172,c_000806,1,0,none,none
tx_0000206,u_06765,2026-02-23 21:49:00,37.33,m_0568,d_008843,ip_003521,c_003735,1,0,none,none
tx_0000207,u_01377,2026-04-30 21:21:00,51.98,m_0986,d_006845,ip_003527,c_005653,0,0,none,none
tx_0000208,u_06150,2026-03-25 15:11:00,16.71,m_0286,d_007618,ip_004706,c_002343,0,0,none,none
tx_0000209,u_03891,2026-04-06 18:16:00,26.27,m_0214,d_008057,ip_005287,c_007600,1,0,none,none
tx_0000210,u_05092,2026-03-23 09:01:00,59.62,m_1149,d_004677,ip_003403,c_008892,0,0,none,none
tx_0000211,u_07133,2026-03-02 11:09:00,10.0,m_0033,d_005606,ip_009321,c_001681,0,0,none,none
tx_0000212,u_07747,2026-01-10 09:55:00,15.45,m_0341,d_002295,ip_009544,c_002691,1,0,none,none
tx_0000213,u_05121,2026-03-01 16:05:00,52.59,m_0004,d_003365,ip_004678,c_005379,1,0,none,none
tx_0000214,u_02604,2026-01-14 01:47:00,8.08,m_0959,d_000540,ip_003202,c_004247,1,0,none,none
tx_0000215,u_03764,2026-01-03 14:46:00,19.47,m_1021,d_008488,ip_001017,c_000213,0,0,none,none
tx_0000216,u_03032,2026-01-13 16:48:00,30.24,m_1184,d_003773,ip_006180,c_004542,0,0,none,none
tx_0000217,u_01569,2026-01-09 07:05:00,24.5,m_0975,d_005208,ip_007610,c_007914,0,0,none,none
tx_0000218,u_05105,2026-04-18 11:33:00,7.78,m_0639,d_001991,ip_004060,c_006718,0,0,none,none
tx_0000219,u_05720,2026-04-01 13:40:00,103.21,m_0173,d_006712,ip_009479,c_002401,0,0,none,none
tx_0000220,u_03070,2026-04-04 10:40:00,51.59,m_0070,d_003584,ip_003449,c_003271,1,0,none,none
tx_0000221,u_02403,2026-04-30 01:15:00,12.74,m_0937,d_002796,ip_004439,c_008897,0,0,none,none
tx_0000222,u_01531,2026-01-10 17:06:00,13.28,m_0352,d_005456,ip_003629,c_002175,1,0,none,none
tx_0000223,u_05473,2026-03-17 14:56:00,46.21,m_0563,d_004886,ip_008421,c_002988,0,0,none,none
tx_0000224,u_06845,2026-01-31 23:59:00,13.85,m_0998,rd_09_00,ip_006989,c_007913,0,0,ring_09,mule_merchants
tx_0000225,u_00830,2026-03-08 08:12:00,54.79,m_0725,d_009006,ip_007781,c_005147,0,0,none,none
tx_0000226,u_06637,2026-03-13 14:34:00,70.29,m_0786,d_003350,ip_000225,c_001200,0,0,none,none
tx_0000227,u_00343,2026-03-23 06:19:00,52.92,m_0674,d_009105,ip_001581,c_008733,0,0,none,none
tx_0000228,u_03207,2026-04-26 12:08:00,33.0,m_0877,d_006893,ip_005355,c_003830,1,0,none,none
tx_0000229,u_02315,2026-01-27 15:23:00,19.07,m_0025,d_000933,ip_004100,c_004275,1,0,none,none
tx_0000230,u_05446,2026-04-23 19:17:00,55.45,m_0006,d_009317,ip_003600,c_002495,1,0,none,none
tx_0000231,u_02968,2026-01-22 09:23:00,16.29,m_0144,rd_00_00,rip_00_01,c_005581,1,0,ring_00,account_farm
tx_0000232,u_03044,2026-04-29 22:15:00,56.1,m_0495,d_006856,ip_008573,c_005488,1,0,none,none
tx_0000233,u_07027,2026-04-29 19:54:00,20.6,m_0362,d_004810,ip_004543,c_004138,1,0,none,none
tx_0000234,u_06679,2026-03-18 08:13:00,17.99,m_1163,d_005006,ip_007881,c_008457,1,0,none,none
tx_0000235,u_02164,2026-02-25 13:09:00,5.47,m_0858,d_006125,ip_000162,c_002011,1,0,none,none
tx_0000236,u_01854,2026-03-13 21:25:00,22.77,m_0485,d_007157,ip_009773,c_007518,0,0,none,none
